,vm_pu,va_degree,p_mw,q_mvar
1,0.982,0.0,-590.6378058030045,197.11007562537839
2,1.0062061601088714,-4.960800518732555,0.0,0.0
3,0.9750759980314563,-10.332033367858047,322.0,2.3999999999999986
4,0.935462987997184,-14.081666228944798,500.0,184.0
5,0.9302644946273574,-14.34226098698576,0.0,0.0
6,0.9305258080805249,-14.043653647087103,0.0,0.0
7,0.9226174529662802,-15.721241386258285,233.80000000000007,84.00000000000003
8,0.9233616552846744,-15.859661650371256,522.0,176.60000000000002
9,0.9867703293336902,-9.805291192732094,6.5,-66.60000000000002
10,0.9465758416467549,-10.366759750566377,0.0,0.0
11,0.9396202493078116,-11.596352425311625,0.0,0.0
12,0.9213171485666095,-11.322807685864205,8.529999999999973,88.0
13,0.944747926541725,-10.899177118394336,0.0,0.0
14,0.9451978477827249,-12.067034160121182,0.0,0.0
15,0.9585310204801012,-11.214290460924868,320.0,153.0
16,0.9806936058761053,-9.098729729829087,329.0000000000002,32.299999999999955
17,0.982381355948072,-9.665803239582807,0.0,0.0
18,0.9781490056411383,-10.394310557343143,158.0,30.0
19,0.9872781790781117,-3.862931831099676,0.0,0.0
20,0.985298667499161,-5.279845940999317,680.0,103.0
21,0.9898869296095069,-6.501601147330997,274.0,115.0
22,1.0187820945031374,-1.7650358208240708,0.0,0.0
23,1.0173559153540852,-1.9930138445410686,247.5,84.60000000000002
24,0.989651667920112,-8.97435542918914,308.5999999999999,-92.20000000000005
25,1.0161990322549248,-4.024806599484934,224.00000000000045,47.200000000000045
26,1.008276515414914,-6.5091918281785786,139.0,17.0
27,0.9896791114562847,-9.21230219848783,281.0,75.5
28,1.0142845632227913,-2.754686652946907,206.0,27.59999999999991
29,1.0173332194033513,0.17797918963688525,283.5,26.90000000000009
30,1.0498999999999998,-2.505870035796695,-250.0,-258.8050586083732
31,0.9292850059815297,-14.196049668080116,9.199999999999818,4.599999999999909
32,0.9841000000000002,-2.3446014926478806,-649.9999999999999,-230.21635396853168
33,0.9972000000000002,1.339720212908969,-632.0,-67.08476886094388
34,1.0123,-0.09717960325947457,-508.0,-149.10622757724184
35,1.0493999999999999,3.222641072026435,-650.0,-252.99790123808282
36,1.0635999999999999,6.043261835073832,-560.0,-209.6003663461919
37,1.0274999999999999,2.843659351151975,-540.0,-68.38467141627825
38,1.0264999999999997,7.269804903234741,-830.0,-68.96792331522079
39,0.9985956442576343,-5.718151000772092,104.0,-50.0
