,p_hv_mw,q_hv_mvar,p_lv_mw,q_lv_mvar,pl_mw,ql_mvar,i_hv_ka,i_lv_ka,vm_hv_pu,va_hv_degree,vm_lv_pu,va_lv_degree,loading_percent
1,-249.9999999999995,-237.54396547427862,249.99999999999946,258.80505860837343,-2.842170943040401e-14,21.261093134094807,0.5735533029340764,0.5735533029340764,1.0062061601088714,-4.960800518732555,1.0498999999999998,-2.505870035796695,38.08123269201262
6,9.199999999996765,4.630628647287406,-9.199999999996765,-4.599999999999419,0.0,0.030628647287986865,0.01852312176100499,0.018523121761004995,0.9305258080805249,-14.043653647087103,0.9292850059815297,-14.196049668080116,0.6149239367595358
12,-649.9999999999824,-132.01857608515922,649.9999999999823,230.21635396853202,-1.1368683772161603e-13,98.1977778833728,1.172616794223491,1.172616794223491,0.9465758416467549,-10.366759750566377,0.9841000000000002,-2.3446014926478806,77.85622150713898
10,8.065221865204382,-39.03939736423561,-8.035267576663573,39.85377959626937,0.02995428854080906,0.8143822320337577,0.07240853999361918,0.07240853999361917,0.9213171485666095,-11.322807685864205,0.9396202493078116,-11.596352425311625,8.653653641787368
11,-16.595221865204472,-48.96060263576204,16.64559815886546,50.33020814040732,0.050376293660988836,1.3696055046452855,0.09390168646382162,0.0939016864638216,0.9213171485666095,-11.322807685864205,0.944747926541725,-10.899177118394336,11.22233193915018
8,174.68127304008192,7.456508061120736,-174.4617387931473,-3.1285471916194822,0.21953424693461443,4.327960869501254,0.2963619181799549,0.29636191817995483,0.9872781790781117,-3.862931831099676,0.985298667499161,-5.279845940999317,19.67703282245634
7,-629.1566288500985,-9.40495296169805,632.0,67.08476886094397,2.843371149901486,57.67981589924592,1.0665667336055822,1.0665667336055824,0.9872781790781117,-3.862931831099676,0.9972000000000002,1.339720212908969,70.81499793692653
9,-505.5382612068527,-99.87145280838354,508.00000000000017,149.1062275772413,2.461738793147447,49.23477476885776,0.8752255909021738,0.8752255909021739,0.985298667499161,-5.279845940999317,1.0123,-0.09717960325947457,58.11084900853722
5,-649.9999999999999,-189.8231051940884,649.9999999999999,252.99790123808287,0.0,63.17479604399446,1.1123057520417612,1.1123057520417614,1.0187820945031374,-1.7650358208240708,1.0493999999999999,3.222641072026435,73.8518529166852
2,-538.3162223480005,-3.2786009312047426,539.9999999999994,68.38467141627856,1.6837776519989802,65.10607048507381,0.8865169076726302,0.8865169076726304,1.0161990322549248,-4.024806599484934,1.0274999999999999,2.843659351151975,58.860539157883984
3,-824.7335667209865,33.727524405111225,829.9999999999998,68.96792331522065,5.266433279013313,102.69544772033187,1.3577930372563334,1.3577930372563336,1.0173332194033513,0.17797918963688525,1.0264999999999997,7.269804903234741,67.6132876423729
