,p_hv_mw,q_hv_mvar,p_lv_mw,q_lv_mvar,pl_mw,ql_mvar,i_hv_ka,i_lv_ka,vm_hv_pu,va_hv_degree,vm_lv_pu,va_lv_degree,loading_percent
0,-250.0,-362.8968219544562,250.0,399.3463272168167,0.0,36.4495052623605,0.7509772990088711,0.7509772990088713,0.982,0.0,1.0499,2.5154826109046846,49.86134875987804
1,9.199999999999925,4.630630674403181,-9.199999999999923,-4.599999999999351,1.7763568394002505e-15,0.03063067440383005,0.018523734714818545,0.018523734714818545,0.9304950991450566,-10.912775691495254,0.9292542557687686,-11.06518178515197,0.6149442853798678
2,-649.9999999999999,-138.30814320552014,650.0,237.17787419594552,1.1368683772161603e-13,98.86973099042538,1.176621977241904,1.176621977241904,0.9451749078978485,-6.672882019548155,0.9841000000000001,1.3612451320564294,78.12214675892993
3,14.205264735248694,-40.16405224346527,-14.170935784367991,41.09737059553433,0.034328950880702536,0.9333183520690582,0.07751585682074259,0.07751585682074259,0.9197312402188539,-7.6311350837439225,0.9385095918322636,-8.083963636718423,9.264036765997485
4,-22.735264735248585,-47.835947756534985,22.788323522179212,49.27848352621145,0.05305878693062738,1.4425357696764678,0.09636935328613602,0.09636935328613604,0.9197312402188539,-7.6311350837439225,0.9428036430002932,-7.02822039238267,11.517246516705821
5,174.69125628280182,3.9835893529037216,-174.47147587957178,0.3492243107732016,0.21978040323003256,4.332813663676923,0.29652802190833993,0.29652802190833993,0.9861400412038506,1.8249714701688091,0.9846453673097645,0.4039640878417467,19.688061326170438
6,-629.148633341238,-17.232582293901554,631.9999999999999,75.0745916573612,2.85136665876189,57.84200936345964,1.0680652641821402,1.0680652641821402,0.9861400412038506,1.8249714701688091,0.9972,7.030372407174862,70.91449329557945
7,-505.52852412042824,-103.34922431077142,507.99999999999994,152.7787419022053,2.471475879571699,49.42951759143388,0.8769548029550231,0.8769548029550228,0.9846453673097645,0.4039640878417467,1.0123000000000004,5.588170851925556,58.22566052862005
8,-650.0000000000001,-198.3760499165858,650.0000000000001,262.1640190795502,0.0,63.7879691629644,1.1176907240283778,1.1176907240283775,1.0175377782340824,3.9344878613255663,1.0494,8.928279515861309,74.20938964468114
9,-538.2425929973871,-64.83336604117503,540.0,132.78643680887566,1.757407002612922,67.95307076770064,0.9056926194460326,0.9056926194460326,1.0017180242866774,0.8189634493360195,1.0275000000000003,7.7655401188962285,60.13371592862578
10,-824.7151468048422,18.30375039493522,829.9999999999995,84.75088691063547,5.284853195157325,103.0546373055707,1.3601654781052928,1.3601654781052928,1.0149378185529951,5.629675239372036,1.0265000000000002,12.731327464078296,67.73142679991292
