,vm_pu,va_degree,p_mw,q_mvar
1,1.0499,2.5154826109046846,-250.0,-399.34632721681663
2,0.982,0.0,-305.80594707260025,423.6797143933451
3,1.0058069794883682,-7.232694579687178,97.6,44.2
4,1.02327998710661,-10.005673509875367,104.0,-50.0
5,1.0060244629567605,-11.24533607087968,6.5,-66.6
6,0.928166420301151,-12.844471293695824,522.0,176.6
7,0.9271505704123268,-12.226752198061492,233.79999999999995,84.0
8,0.9304950991450566,-10.912775691495254,0.0,0.0
9,0.9292542557687686,-11.06518178515197,9.200000000000045,4.600000000000023
10,0.9302693591394001,-11.060977101509721,0.0,0.0
11,1.0017180242866774,0.8189634493360195,224.0,47.19999999999999
12,1.0275000000000003,7.7655401188962285,-540.0,-132.78643680887592
13,1.0013130653049018,-1.0928991296893047,139.0,17.0
14,0.9302740139843371,-9.749713424910517,500.0,184.0
15,0.9614663186131537,-4.192657011604994,97.59999999999991,44.200000000000045
16,0.9721848370880568,-3.8428473444442948,0.0,0.0
17,0.9774444325072937,-3.6247847931135184,0.0,0.0
18,0.9837718102129082,-3.5297051365437726,281.0,75.5
19,1.0107372799526735,2.6851559954922504,206.0,27.600000000000023
20,1.0149378185529951,5.629675239372036,283.5,26.899999999999977
21,1.0265000000000002,12.731327464078296,-830.0,-84.75088691063519
22,0.9773221508397475,-3.4240488031112557,329.0,32.299999999999955
23,0.9865809948387466,-3.2997459179701667,308.60000000000036,-92.20000000000005
24,0.9875236147775164,-0.8155229304062661,274.0,115.0
25,1.0175377782340824,3.9344878613255663,0.0,0.0
26,1.0494,8.928279515861309,-650.0,-262.16401907955026
27,0.9861400412038506,1.8249714701688091,0.0,0.0
28,0.9846453673097645,0.4039640878417467,680.0,103.0
29,0.9972,7.030372407174862,-632.0,-75.07459165736122
30,0.9547132736685452,-5.946260564227782,320.0,153.0
31,0.9417340272822813,-7.740681027275533,0.0,0.0
32,0.9428036430002932,-7.02822039238267,0.0,0.0
33,0.9197312402188539,-7.6311350837439225,8.529999999999745,88.0
34,0.9385095918322636,-8.083963636718423,0.0,0.0
35,0.9451749078978485,-6.672882019548155,0.0,0.0
36,0.9841000000000001,1.3612451320564294,-650.0,-237.17787419594538
37,1.0123000000000004,5.588170851925556,-508.0,-152.77874190220564
38,1.0160560562864394,3.706057532441128,247.5,84.59999999999991
39,1.0635999999999999,11.751311485958011,-560.0,-214.72036840700844
