,p_from_mw,q_from_mvar,p_to_mw,q_to_mvar,pl_mw,ql_mvar,i_from_ka,i_to_ka,i_ka,vm_from_pu,va_from_degree,vm_to_pu,va_to_degree,loading_percent
0,-293.83673467899513,67.06353694997128,297.1866574402918,-96.75644316482249,3.349922761296682,-29.692906214851206,0.5014623434734158,0.5326175050125546,0.5326175050125546,1.0058069794883682,-7.232694579687178,0.982,0.0,53.044933331733155
1,196.23673467899522,-111.26353694997093,-195.80293080619205,44.9055233200395,0.4338038728031677,-66.35801362993143,0.3753316272741682,0.3285307714649004,0.3753316272741682,1.0058069794883682,-7.232694579687178,1.02327998710661,-10.005673509875367,22.428223960359553
2,-463.5183398904794,-85.9939422671365,466.61697474599305,97.6965624402604,3.0986348555136374,11.70262017312389,0.8205431604747229,0.8124293360986631,0.8205431604747229,0.9614663186131537,-4.192657011604994,0.982,0.0,98.06434861842943
3,-207.99768511368495,-61.72301171432769,211.35519995669844,51.48328862013846,3.3575148430134902,-10.23972309418923,0.36973763109902946,0.3634161874400162,0.36973763109902946,0.982,0.0,1.0017180242866774,0.8189634493360195,44.18790101482349
4,414.8890033740423,124.97969693279653,-412.21120814666665,-100.9184394112351,2.677795227375668,24.06125752156143,0.7541876650789684,0.7634303004132219,0.7634303004132219,0.9614663186131537,-4.192657011604994,0.9302740139843371,-9.749713424910517,91.2387047163752
5,-48.970663483562554,-83.1857546656574,49.06314030752178,64.31827816514034,0.09247682395922396,-18.867476500517057,0.1680147672106074,0.1392496662244568,0.1680147672106074,0.9614663186131537,-4.192657011604994,0.9721848370880568,-3.8428473444442948,20.079697812913313
6,154.2277059732448,-13.641802493088385,-154.00725482864206,5.555280193474172,0.22045114460274817,-8.086522299614213,0.2785249439882421,0.27722672824635347,0.2785249439882421,0.9302740139843371,-9.749713424910517,0.9302693591394001,-11.060977101509721,27.73911286436739
7,-242.01649782657907,-69.4397580956762,242.59517519076627,66.66272610327363,0.5786773641872003,-2.77703199240257,0.4529319989485675,0.4470759492144176,0.4529319989485675,0.9302740139843371,-9.749713424910517,0.9417340272822813,-7.740681027275533,54.130585184132684
8,-86.21754329602871,-3.2113139759329776,86.23472664113433,-0.3220547335950741,0.017183345105621584,-3.5333687095280517,0.15520590734903134,0.15509271803066194,0.15520590734903134,0.9302693591394001,-11.060977101509721,0.9304950991450566,-10.912775691495254,7.728704868446315
9,216.47832788912626,17.282578154393605,-216.15016837552056,-21.99947454585279,0.32815951360569784,-4.716896391459187,0.3905712221908502,0.3921601144705272,0.3921601144705272,0.9304950991450566,-10.912775691495254,0.9271505704123268,-12.226752198061492,26.037580980324144
10,240.2247981246725,-2.3439662175311895,-239.69117922075407,-2.9298467319558696,0.5336189039184376,-5.273812949487059,0.43216547709816505,0.43219418503521173,0.43219418503521173,0.9302693591394001,-11.060977101509721,0.928166420301151,-12.844471293695824,28.695654343311
11,216.47832788912626,17.282578154393605,-216.15016837552056,-21.99947454585279,0.32815951360569784,-4.716896391459187,0.3905712221908502,0.3921601144705272,0.3921601144705272,0.9304950991450566,-10.912775691495254,0.9271505704123268,-12.226752198061492,26.037580980324144
12,-528.3913824193892,-38.87373224961641,530.6573711317033,53.28788594264111,2.2659887123140834,14.414153693024701,0.9528708956607927,0.9509867978235163,0.9528708956607927,0.9304950991450566,-10.912775691495254,0.9385095918322636,-8.083963636718423,118.62399531180463
13,198.5003367510421,-40.00105090828982,-198.31073640534467,35.46916065625217,0.18960034569744266,-4.531890252037648,0.36548958486949207,0.3632271654418767,0.36548958486949207,0.9271505704123268,-12.226752198061492,0.928166420301151,-12.844471293695824,24.26678367419659
14,-83.9980843739032,-209.13931392430842,85.1783872005965,192.13211566490477,1.1803028266933069,-17.00719825940365,0.40635406804485014,0.3496036550042011,0.40635406804485014,0.928166420301151,-12.844471293695824,1.0060244629567605,-11.24533607087968,26.979992515779188
15,-91.6783872005962,-125.5321156649035,91.80293080619121,5.09447667995804,0.12454360559500799,-120.43763898494547,0.25857665240682304,0.15036613256474646,0.25857665240682304,1.0060244629567605,-11.24533607087968,1.02327998710661,-10.005673509875367,17.168269485421572
16,517.7356224124121,101.34721937629891,-516.4864353473356,-94.3852565381771,1.2491870650765122,6.961962838121806,0.9340742938951035,0.9362111429706486,0.9362111429706486,0.9451749078978485,-6.672882019548155,0.9385095918322636,-8.083963636718423,93.24000280864439
17,132.26437758758706,36.960923829225656,-132.17880678456808,-42.53728177776815,0.08557080301898168,-5.576357948542494,0.24315245325155643,0.24646766085252397,0.24646766085252397,0.9451749078978485,-6.672882019548155,0.9428036430002932,-7.02822039238267,24.546434383605515
18,109.39048326238981,-6.7412017484412585,-109.2693148072431,-7.19703355849655,0.1211684551467016,-13.938235306937809,0.19453674951858316,0.1945943504138187,0.1945943504138187,0.9428036430002932,-7.02822039238267,0.9417340272822813,-7.740681027275533,19.38021985249926
19,-133.32586038352326,-59.465692544779664,133.72458332698707,31.36288958198107,0.39872294346380954,-28.102802962798595,0.2594201141136161,0.24076093634020035,0.2594201141136161,0.9417340272822813,-7.740681027275533,0.9547132736685452,-5.946260564227782,25.8364070436307
20,-453.7245833269872,-184.3628895819785,456.0651633669552,192.84920979388028,2.3405800399679606,8.486320211901784,0.8584644471844604,0.8478725829230408,0.8584644471844604,0.9547132736685452,-5.946260564227782,0.9773221508397475,-3.4240488031112557,85.49698224336333
21,37.27363888738047,-10.617667609647857,-37.26332724626876,-2.071059375707108,0.010311641111712788,-12.688726985354965,0.06636300366868339,0.0638968679626442,0.06636300366868339,0.9773221508397475,-3.4240488031112557,0.9774444325072937,-3.6247847931135184,6.609285410579768
22,-451.04640490722636,-0.9777575124214479,454.4573770584363,13.24899294100053,3.4109721512099327,12.271235428579082,0.772333337619636,0.7715415547911585,0.772333337619636,0.9773221508397475,-3.4240488031112557,0.9861400412038506,1.8249714701688091,76.91893341534627
