,p_from_mw,q_from_mvar,p_to_mw,q_to_mvar,pl_mw,ql_mvar,i_from_ka,i_to_ka,i_ka,vm_from_pu,va_from_degree,vm_to_pu,va_to_degree,loading_percent
0,-175.07940462487338,6.4174927158244355,176.15698245703052,-66.95439373927448,1.0775778321571465,-60.53690102345004,0.285229106168276,0.3094745473243468,0.3094745473243468,1.027905179944128,-13.892309697231354,1.0190516489658639,-9.870099531079253,30.821702187509644
1,77.47940465921504,-50.61749271562933,-77.42144497298085,-27.339354843382672,0.05795968623418446,-77.956847559012,0.15067308866689444,0.1334018896593986,0.15067308866689444,1.027905179944128,-13.892309697231354,1.03,-14.946554500074255,9.00358407048397
2,318.7262191274561,149.43579988724912,-317.12276516566936,-156.81805046745893,1.6034539617867267,-7.3822505802098135,0.5780831820192159,0.5968792420147354,0.5968792420147354,1.0190516489658639,-9.870099531079253,0.9918920493724855,-12.479119546528644,71.33389607461523
3,-244.8832024299818,85.90943674838678,249.51462351980896,-95.51983571986042,4.631421089827171,-9.610398971473643,0.42617416959406146,0.4347871006277327,0.4347871006277327,1.0190516489658639,-9.870099531079253,1.0283399887365734,-8.360658151113208,51.962031291408636
4,35.80661613078533,155.98630823784842,-35.4217068925473,-170.67980936245846,0.3849092382380306,-14.693501124610037,0.27001832105016854,0.30526821354528044,0.30526821354528044,0.9918920493724855,-12.479119546528644,0.9556031325752764,-12.8090093983941,36.48304294587093
5,-40.683850986830805,-1.56825777112456,40.70325220236342,-19.216330154026373,0.019401215532617755,-20.784587925150934,0.0686910798767138,0.07599746549094943,0.07599746549094943,0.9918920493724855,-12.479119546528644,0.9911588343242538,-12.15803386890687,9.082566327766024
6,-199.57969479460345,15.325743178668926,199.93268027255255,-21.922260732245235,0.3529854779490904,-6.596517553576309,0.3505385312181824,0.35252993800046223,0.35252993800046223,0.9556031325752764,-12.8090093983941,0.9547797392448025,-11.193782058026601,35.10950126836242
7,-264.99859799786975,-28.645933770959687,265.61817664715613,25.93847049925223,0.6195786492863817,-2.707463271707457,0.4667765210572489,0.4645064160549201,0.4667765210572489,0.9556031325752764,-12.8090093983941,0.9614955740025073,-10.687943229558067,55.78513290356012
8,-538.7534697779504,3.5337504472415704,539.390337477059,0.7846424816669637,0.6368676991086204,4.318392928908534,0.9443141668647596,0.9443318440861121,0.9443318440861121,0.9547797392448025,-11.193782058026601,0.9558709530639794,-10.313661160462088,47.02438005084776
9,338.82078942125986,18.38851028259294,-337.80780304580395,-17.592235192806076,1.0129863754559096,0.7962750897868638,0.5947381412507422,0.5959884168334173,0.5959884168334173,0.9547797392448025,-11.193782058026601,0.9498177018155636,-13.579324206735947,39.570818382657194
10,453.56276902978044,50.18665209918029,-452.19173818799317,-39.41154963031323,1.3710308417872739,10.775102468867061,0.7989155709020228,0.8006889150432133,0.8006889150432133,0.9558709530639794,-10.313661160462088,0.9486857245763789,-12.930078274036747,53.161965473294906
11,-320.7305979677976,-11.733702352678913,321.5189185222482,8.234551525665404,0.7883205544505927,-3.4991508270135085,0.5618907010786578,0.5611983411594642,0.5618907010786578,0.9558709530639794,-10.313661160462088,0.9590755533840787,-8.672085366962044,69.95042055962742
12,218.3917383570456,-44.58845034570195,-218.1722621953905,40.08400894901648,0.21947616165510908,-4.504441396685472,0.39318973685746045,0.39083049995331903,0.39318973685746045,0.9486857245763789,-12.930078274036747,0.9498177018155636,-13.579324206735947,26.105943047984
13,33.98006571445868,-199.09177370972378,-33.10677055612841,175.97868837954263,0.8732951583302722,-23.11308533018115,0.35585123041570277,0.29416947381793984,0.35585123041570277,0.9498177018155636,-13.579324206735947,1.018674174656727,-14.557591820258924,23.626842422275956
14,26.60677054950392,-109.37868838910943,-26.57855500202018,-15.831747370551202,0.028215547483739556,-125.21043575966063,0.18492729308255773,0.050263589539102975,0.18492729308255773,1.018674174656727,-14.557591820258924,1.03,-14.946554500074255,12.278299580798164
15,-325.7739989356255,-51.14088113092573,326.2454464143971,49.47812966548792,0.47144747877160853,-1.6627514654378075,0.5754005655063643,0.5736125235449844,0.5754005655063643,0.9590755533840787,-8.672085366962044,0.9626846313432376,-7.814613633922119,57.305823314251
16,323.7545531549848,8.79439346171089,-323.3015125123003,-10.667812898241953,0.4530406426845275,-1.873419436531064,0.5630050511042244,0.5633579262601868,0.5633579262601868,0.9626846313432376,-7.814613633922119,0.9609037742517463,-8.67389960930383,56.10646168993386
17,318.95561109115215,-36.35567271154836,-317.95613344461924,31.65315152115264,0.9994776465329096,-4.702521190395718,0.5590796482699425,0.5561368315577472,0.5590796482699425,0.9609037742517463,-8.67389960930383,0.9614955740025073,-10.687943229558067,55.68037548617348
18,52.33795675017387,-57.59162202225192,-52.25241069051507,24.49450602872802,0.08554605965880313,-33.0971159935239,0.13544655155284696,0.09958405197714361,0.13544655155284696,0.9614955740025073,-10.687943229558067,0.9697769403766289,-11.430830147308969,13.489517767472869
19,-267.7475892164124,-177.4945059977261,268.7084193910694,171.1261270433717,0.9608301746570191,-6.368378954354398,0.5543367782321444,0.5390606943100099,0.5543367782321444,0.9697769403766289,-11.430830147308969,0.9889873608112137,-10.0182596237493,55.20801920312164
20,224.9967185591461,-67.05533822212288,-224.6082291838475,58.81457221371639,0.3884893752986045,-8.240766008406496,0.39726829927635937,0.3912678094948107,0.39726829927635937,0.9889873608112137,-10.0182596237493,0.9930538759759031,-11.211270966563383,39.56511051853013
21,-451.140093760969,37.314019558571424,454.5139997859261,-25.96146205312891,3.37390602495708,11.352557505442515,0.7659870252468575,0.7694944827504441,0.7694944827504441,0.9889873608112137,-10.0182596237493,0.9900778470219384,-4.814610487428894,76.63620356539288
